_id,time,high,low,open,volumefrom,volumeto,close,symbol,read_date,price_f_change
ObjectId("5bab764572039d13cb4a6ae0"),1537488000,0.03423,0.03091,0.03091,86.34,2.96,0.03423,ICON,21-09-2018,
ObjectId("5bab762772039d13cb4a6198"),1537488000,0.00006762,0.00006762,0.00006762,0,0,0.00006762,SPRTS,21-09-2018,
ObjectId("5bab761372039d13cb4a5b44"),1537488000,2.11,1.97,2.08,147395.51,302160.8,2.05,CLOAK,21-09-2018,
ObjectId("5bab764872039d13cb4a6c00"),1537488000,0.003854,0.003719,0.003787,4888133.59,18511.36,0.003787,MUSIC,21-09-2018,
ObjectId("5bab760f72039d13cb4a59dc"),1537488000,0.0007934,0.0007934,0.0007934,0,0,0.0007934,PLNC,21-09-2018,
ObjectId("5bab768d72039d13cb4a7d7c"),1537488000,0.001709,0.001382,0.001637,79748247.4,111807.04,0.001402,TRIO,21-09-2018,
ObjectId("5bab764272039d13cb4a69fc"),1537488000,0.008994,0.005342,0.008994,5233.39,27.96,0.005342,LUNA,21-09-2018,
ObjectId("5bab768972039d13cb4a7be4"),1537488000,1.09,0.9758,1.01,3022527.36,3294554.82,1.09,WAN,21-09-2018,
ObjectId("5bab760a72039d13cb4a57f0"),1537488000,0.0071,0.007033,0.007033,11092.88,78.02,0.007033,UTC,21-09-2018,
ObjectId("5bab760972039d13cb4a57e4"),1537488000,0.0006086,0.000541,0.0006086,13263.33,8.07,0.0006086,NYAN,21-09-2018,
ObjectId("5bab767372039d13cb4a7464"),1537488000,0.5545,0.4836,0.5545,1828.09,899.42,0.492,IC,21-09-2018,
ObjectId("5bab768b72039d13cb4a7cec"),1537488000,0.002705,0.002434,0.002502,50648879.09,123279.37,0.002434,SENT,21-09-2018,
ObjectId("5bab768d72039d13cb4a7d58"),1537488000,0.01535,0.01447,0.01535,45600,668.95,0.01467,DAN,21-09-2018,
ObjectId("5bab768a72039d13cb4a7c8c"),1537488000,0.004486,0.00398,0.004382,969000,3976.78,0.004104,NCT,21-09-2018,
ObjectId("5bab761a72039d13cb4a5e08"),1537488000,22.31,22.31,22.31,0,0,22.31,UNITY,21-09-2018,
ObjectId("5bab761372039d13cb4a5b38"),1537488000,0.04305,0.04305,0.04305,0,0,0.04305,MOTO,21-09-2018,
ObjectId("5bab761672039d13cb4a5ca0"),1537488000,0.0000849,0.0000662,0.00008488,1368845.17,93.96,0.0000662,CARBON,21-09-2018,
ObjectId("5bab760972039d13cb4a57d8"),1537488000,0.003652,0.003178,0.003516,1150406658.9,3967752.57,0.003449,RDD,21-09-2018,
ObjectId("5bab768c72039d13cb4a7d34"),1537488000,0.01285,0.009467,0.01285,96380,1042.83,0.01082,GRMD,21-09-2018,
ObjectId("5bab760f72039d13cb4a59d0"),1537488000,0.03455,0.03455,0.03455,0,0,0.03455,XPD,21-09-2018,
ObjectId("5bab764772039d13cb4a6bb8"),1537488000,0.0007983,0.0007983,0.0007983,0,0,0.0007983,VISIO,21-09-2018,
ObjectId("5bab764172039d13cb4a69b4"),1537488000,0.005274,0.005274,0.005274,0,0,0.005274,DOLLAR,21-09-2018,
ObjectId("5bab762672039d13cb4a618c"),1537488000,0.0614,0.04828,0.04936,77539.29,4011.11,0.05173,CHC,21-09-2018,
ObjectId("5bab760972039d13cb4a57cc"),1537488000,0.0004733,0.0004057,0.0004733,100000,40.57,0.0004057,NOBL,21-09-2018,
ObjectId("5bab764772039d13cb4a6b94"),1537488000,0.3245,0.275,0.2931,372794.4,113292.22,0.3039,SWT,21-09-2018,
ObjectId("5bab762d72039d13cb4a6300"),1537488000,0.00006762,0.00006762,0.00006762,0,0,0.00006762,SHND,21-09-2018,
ObjectId("5bab768c72039d13cb4a7d10"),1537488000,0.0003468,0.0003468,0.0003468,0,0,0.0003468,SNIP,21-09-2018,
ObjectId("5bab766e72039d13cb4a72b4"),1537488000,0.005477,0.005004,0.00541,2951582307.01,15566645.09,0.005274,XIN,21-09-2018,
ObjectId("5bab761672039d13cb4a5c94"),1537488000,0.001285,0.001285,0.001285,0,0,0.001285,XCN,21-09-2018,
ObjectId("5bab764672039d13cb4a6b70"),1537488000,5.25,3.76,4.89,24934.93,128414.89,5.15,TIME,21-09-2018,
ObjectId("5bab761a72039d13cb4a5dfc"),1537488000,0.0007406,0.0006489,0.0007406,2845.31,1.9,0.0006663,TROLL,21-09-2018,
ObjectId("5bab760972039d13cb4a57c0"),1537488000,0.01055,0.008858,0.009332,62303.19,657.3,0.01055,TES,21-09-2018,
ObjectId("5bab764472039d13cb4a6aa4"),1537488000,0.008114,0.007168,0.007168,92521.15,744.52,0.008047,FRST,21-09-2018,
ObjectId("5bab764572039d13cb4a6b04"),1537488000,0.002908,0.002705,0.002705,25777.51,74.96,0.002908,ERY,21-09-2018,
ObjectId("5bab767272039d13cb4a7404"),1537488000,0.01759,0.01759,0.01759,0,0,0.01759,VZT,21-09-2018,
ObjectId("5bab760972039d13cb4a57b4"),1537488000,0.005139,0.004531,0.004531,7798.94,37.97,0.004869,SMC,21-09-2018,
ObjectId("5bab764872039d13cb4a6c24"),1537488000,0.02948,0.02948,0.02948,0,0,0.02948,NETKO,21-09-2018,
ObjectId("5bab762672039d13cb4a6180"),1537488000,0.00142,0.001217,0.001352,83817.13,113.32,0.001352,CPN,21-09-2018,
ObjectId("5bab761372039d13cb4a5b2c"),1537488000,0.001352,0.001352,0.001352,0,0,0.001352,BTQ,21-09-2018,
ObjectId("5bab760f72039d13cb4a59c4"),1537488000,0.6402,0.584,0.6061,3080997.69,1897586.48,0.6159,GRS,21-09-2018,
ObjectId("5bab764672039d13cb4a6b4c"),1537488000,13.21,10.99,11.01,14693.06,188365.03,12.82,MLN,21-09-2018,
ObjectId("5bab767172039d13cb4a73c8"),1537488000,0.0115,0.01008,0.01055,3463086.68,38890.46,0.01123,TOPC,21-09-2018,
ObjectId("5bab760972039d13cb4a57a8"),1537488000,0.02732,0.02502,0.02671,233211282.63,6245398.15,0.02678,DGB,21-09-2018,
ObjectId("5bab764272039d13cb4a6a20"),1537488000,0.00001127,0.00001,0.00001127,5202053.89,52.18,0.00001,IFLT,21-09-2018,
ObjectId("5bab768972039d13cb4a7c08"),1537488000,0.004598,0.004531,0.004598,2736.68,12.4,0.004531,SIG,21-09-2018,
ObjectId("5bab761a72039d13cb4a5df0"),1537488000,0.2659,0.2443,0.2473,449668.04,115474.75,0.2568,EXCL,21-09-2018,
ObjectId("5bab767372039d13cb4a7488"),1537488000,0.03645,0.03192,0.0332,2460387.23,80528.47,0.03273,INT,21-09-2018,
ObjectId("5bab764572039d13cb4a6b28"),1537488000,0.001961,0.001893,0.001961,3579.5,6.78,0.001893,CNT,21-09-2018,
ObjectId("5bab767072039d13cb4a7368"),1537488000,0.01214,0.008917,0.009061,152257.66,1540.85,0.01012,REBL,21-09-2018,
ObjectId("5bab761272039d13cb4a5b20"),1537488000,0.01569,0.01569,0.01569,0,0,0.01569,HYPER,21-09-2018,
ObjectId("5bab761672039d13cb4a5c88"),1537488000,0.3355,0.284,0.284,11423.12,3822.18,0.3346,IOC,21-09-2018,
ObjectId("5bab762672039d13cb4a6174"),1537488000,0.0052,0.0052,0.0052,0,0,0.0052,ACP,21-09-2018,
ObjectId("5bab767072039d13cb4a7344"),1537488000,0.01887,0.01359,0.01636,88935.83,1497.68,0.01684,ZAP,21-09-2018,
ObjectId("5bab760972039d13cb4a579c"),1537488000,0.01574,0.01256,0.01366,3893996.71,52179.56,0.0134,RED,21-09-2018,
ObjectId("5bab760f72039d13cb4a59b8"),1537488000,0.0004057,0.0003381,0.0004057,330744.16,134.18,0.0004057,PLC,21-09-2018,
ObjectId("5bab766e72039d13cb4a72d8"),1537488000,1003.49,939.93,980.5,19.6,19668.4,1003.49,CEFS,21-09-2018,
ObjectId("5bab760872039d13cb4a5790"),1537488000,0.005883,0.004666,0.005883,4006.71,19.51,0.004869,KDC,21-09-2018,
ObjectId("5bab767572039d13cb4a750c"),1537488000,0.00142,0.001217,0.001285,113000,145.2,0.001285,ARCT,21-09-2018,
ObjectId("5bab766f72039d13cb4a7320"),1537488000,0.4872,0.4503,0.4659,1423.03,665.12,0.4674,HKN,21-09-2018,
ObjectId("5bab761672039d13cb4a5c7c"),1537488000,2.03,2.03,2.03,0,0,2.03,TRI,21-09-2018,
ObjectId("5bab762672039d13cb4a6168"),1537488000,0.0012,0.0012,0.0012,0,0,0.0012,BSC,21-09-2018,
ObjectId("5bab761a72039d13cb4a5de4"),1537488000,0.0779,0.07168,0.07513,20900.42,1626.68,0.07783,XMG,21-09-2018,
ObjectId("5bab766f72039d13cb4a72fc"),1537488000,0.002367,0.001893,0.002367,117001,221.48,0.001893,CFUN,21-09-2018,
ObjectId("5bab761272039d13cb4a5b14"),1537488000,0.00751,0.00751,0.00751,0,0,0.00751,BOST,21-09-2018,
ObjectId("5bab760872039d13cb4a5784"),1537488000,0.7202,0.6738,0.6782,504834.84,363228.67,0.7195,VTC,21-09-2018,
ObjectId("5bab764372039d13cb4a6a44"),1537488000,0.001691,0.001691,0.001691,406.94,0.6881,0.001691,BENJI,21-09-2018,
ObjectId("5bab760e72039d13cb4a59ac"),1537488000,0.03036,0.02941,0.02975,400766.6,11842.65,0.02955,NLG,21-09-2018,
ObjectId("5bab764172039d13cb4a69a8"),1537488000,0.0115,0.0115,0.0115,0,0,0.0115,VSL,21-09-2018,
ObjectId("5bab768972039d13cb4a7c2c"),1537488000,0.003222,0.003222,0.003222,0,0,0.003222,LNC,21-09-2018,
ObjectId("5bab762672039d13cb4a615c"),1537488000,0.02029,0.005072,0.00541,1285796.19,15738.15,0.01224,ZNY,21-09-2018,
ObjectId("5bab760872039d13cb4a5778"),1537488000,27048.24,19677.59,21368.11,0.03861,1044.33,27048.24,42,21-09-2018,
ObjectId("5bab767472039d13cb4a74d0"),1537488000,0.6897,0.6776,0.6776,2,1.38,0.6897,SPC,21-09-2018,
ObjectId("5bab761672039d13cb4a5c70"),1537488000,0.6463,0.6047,0.6245,835472.43,532613.67,0.6375,VIA,21-09-2018,
ObjectId("5bab761a72039d13cb4a5dd8"),1537488000,0.0282,0.0282,0.0282,1301.94,36.71,0.0282,SLG,21-09-2018,
ObjectId("5bab767072039d13cb4a738c"),1537488000,0.3963,0.3468,0.3963,2955.8,1025.07,0.3468,UTT,21-09-2018,
ObjectId("5bab767472039d13cb4a74ac"),1537488000,0.0007975,0.0007975,0.0007975,0,0,0.0007975,TOKC,21-09-2018,
ObjectId("5bab764472039d13cb4a6ac8"),1537488000,0.002908,0.002908,0.002908,0,0,0.002908,SFC,21-09-2018,
ObjectId("5bab760872039d13cb4a576c"),1537488000,0.00001,0.000007,0.000007,18786651.82,156.17,0.00001,DIME,21-09-2018,
ObjectId("5bab768b72039d13cb4a7cb0"),1537488000,0.1468,0.1346,0.142,346872.48,49082.46,0.1415,XSN,21-09-2018,
ObjectId("5bab761272039d13cb4a5b08"),1537488000,0.027,0.027,0.027,0,0,0.027,SUPER,21-09-2018,
ObjectId("5bab760872039d13cb4a5760"),1537488000,0.00000813,0.00000813,0.00000813,0,0,0.00000813,MOON,21-09-2018,
ObjectId("5bab762672039d13cb4a6150"),1537488000,0.006627,0.005342,0.005545,27006.97,146.11,0.00541,IRL,21-09-2018,
ObjectId("5bab767272039d13cb4a7428"),1537488000,0.009229,0.008488,0.009033,6678636.29,56688.26,0.008488,UGC,21-09-2018,
ObjectId("5bab760e72039d13cb4a59a0"),1537488000,0.06086,0.05126,0.05606,57908.08,2968.37,0.05126,EFL,21-09-2018,
ObjectId("5bab760872039d13cb4a5754"),1537488000,0.07,0.07,0.07,0,0,0.07,RPC,21-09-2018,
ObjectId("5bab764172039d13cb4a69e4"),1537488000,63.23,57.48,62.89,3051.4,190254.79,62.35,GBYTE,21-09-2018,
ObjectId("5bab768872039d13cb4a7bcc"),1537488000,1.56,1.45,1.54,6116.37,9174.56,1.5,BITG,21-09-2018,
ObjectId("5bab762572039d13cb4a6144"),1537488000,0.00006762,0.00006762,0.00006762,568914.39,38.47,0.00006762,CREVA,21-09-2018,
ObjectId("5bab760872039d13cb4a5748"),1537488000,0.00001982,0.00001486,0.00001734,15642541344.4,232448.16,0.00001486,TIPS,21-09-2018,
ObjectId("5bab761a72039d13cb4a5dcc"),1537488000,0.998,0.998,0.998,0,0,0.998,USNBT,21-09-2018,
ObjectId("5bab762c72039d13cb4a62c4"),1537488000,5.42,4.87,4.9,118892.19,631317.53,5.31,FCT,21-09-2018,
ObjectId("5bab761672039d13cb4a5c64"),1537488000,0.001758,0.001488,0.001758,55438.06,93.75,0.001691,TRK,21-09-2018,
ObjectId("5bab762d72039d13cb4a6324"),1537488000,0.009737,0.008453,0.009737,400,3.38,0.008453,SOIL,21-09-2018,
ObjectId("5bab764372039d13cb4a6a68"),1537488000,523.32,447.24,473.28,0.5447,285.05,523.32,BCC,21-09-2018,
ObjectId("5bab768a72039d13cb4a7c50"),1537488000,0.009301,0.00753,0.008875,1290675.82,10197.63,0.007901,SENC,21-09-2018,
ObjectId("5bab760872039d13cb4a573c"),1537488000,0.1229,0.1084,0.1084,2698.89,296.07,0.1097,CAT,21-09-2018,
ObjectId("5bab761272039d13cb4a5afc"),1537488000,0.04889,0.04551,0.04679,164.35,7.48,0.04551,CRYPT,21-09-2018,
ObjectId("5bab767172039d13cb4a73b0"),1537488000,0.006167,0.005028,0.00587,299618.41,1638.61,0.005469,BDG,21-09-2018,
ObjectId("5bab762d72039d13cb4a62e8"),1537488000,0.6755,0.5497,0.5497,28.28,19.1,0.6755,PR,21-09-2018,
ObjectId("5bab762572039d13cb4a6138"),1537488000,0.001352,0.001217,0.001285,38645.45,47.03,0.001217,XRA,21-09-2018,
ObjectId("5bab764872039d13cb4a6be8"),1537488000,0.01461,0.01352,0.01352,22553.8,329.51,0.01461,PASL,21-09-2018,
ObjectId("5bab760e72039d13cb4a5994"),1537488000,0.07276,0.06323,0.06323,126980.37,8431.5,0.0664,SLR,21-09-2018,
ObjectId("5bab767272039d13cb4a73ec"),1537488000,0.2019,0.1684,0.1907,103329.11,17400.62,0.1684,SXDT,21-09-2018,
ObjectId("5bab768b72039d13cb4a7cd4"),1537488000,0.3188,0.2933,0.3027,3092647.56,974493.25,0.3151,CTXC,21-09-2018,
ObjectId("5bab760872039d13cb4a5730"),1537488000,8.61,7.48,8.18,3531.37,28215.65,7.99,OMNI,21-09-2018,
ObjectId("5bab768a72039d13cb4a7c74"),1537488000,2.16,1.22,1.86,1750.52,2660.79,1.52,TPAY,21-09-2018,
ObjectId("5bab767372039d13cb4a744c"),1537488000,0.04803,0.04171,0.04349,5062040,229715.38,0.04538,BTO,21-09-2018,
ObjectId("5bab760772039d13cb4a5724"),1537488000,0.1445,0.1424,0.1445,422.72,60.62,0.1434,ORB,21-09-2018,
ObjectId("5bab762572039d13cb4a612c"),1537488000,1.47,1.22,1.33,32640.85,41127.47,1.26,HXX,21-09-2018,
ObjectId("5bab768d72039d13cb4a7d88"),1537488000,0.001696,0.001625,0.001626,85295.46,144.23,0.001691,CRC,21-09-2018,
ObjectId("5bab767372039d13cb4a7470"),1537488000,0.002096,0.002029,0.002096,45845.79,93.02,0.002029,HAC,21-09-2018,
ObjectId("5bab761a72039d13cb4a5dc0"),1537488000,6762.06,6762.06,6762.06,0,0,6762.06,BITBTC,21-09-2018,
ObjectId("5bab768d72039d13cb4a7d64"),1537488000,0.003611,0.003455,0.003455,16386.99,59.17,0.003611,MFG,21-09-2018,
ObjectId("5bab760772039d13cb4a5718"),1537488000,0.003178,0.003178,0.003178,0,0,0.003178,TGC,21-09-2018,
ObjectId("5bab761672039d13cb4a5c58"),1537488000,32.39,17.97,27.73,3623.43,93339.56,25.76,BTCD,21-09-2018,
ObjectId("5bab761272039d13cb4a5af0"),1537488000,0.2479,0.2144,0.2244,440589.84,100057.95,0.2271,UNB,21-09-2018,
ObjectId("5bab764572039d13cb4a6aec"),1537488000,0.02671,0.02583,0.02671,181.05,4.68,0.02583,KUSH,21-09-2018,
ObjectId("5bab764872039d13cb4a6c0c"),1537488000,0.1961,0.1664,0.1911,39101.86,7394.16,0.1891,ZER,21-09-2018,
ObjectId("5bab762572039d13cb4a6120"),1537488000,0.00000774,0.00000774,0.00000774,0,0,0.00000774,FUNK,21-09-2018,
ObjectId("5bab767472039d13cb4a74f4"),1537488000,0.01087,0.006113,0.008602,24676.42,150.85,0.006113,HORSE,21-09-2018,
ObjectId("5bab764772039d13cb4a6bc4"),1537488000,2.73,2.51,2.68,6151870.79,15933345.35,2.59,NANO,21-09-2018,
ObjectId("5bab764372039d13cb4a6a8c"),1537488000,483,440.89,473.09,557.31,248471.09,445.84,MKR,21-09-2018,
ObjectId("5bab768c72039d13cb4a7d40"),1537488000,0.009437,0.00753,0.009437,33486.77,252.16,0.00753,BUBO,21-09-2018,
ObjectId("5bab760772039d13cb4a570c"),1537488000,0.003787,0.003787,0.003787,0,0,0.003787,HBN,21-09-2018,
ObjectId("5bab760772039d13cb4a5700"),1537488000,2.81,2.56,2.62,15954.06,41321.02,2.59,DMD,21-09-2018,
ObjectId("5bab764272039d13cb4a6a08"),1537488000,0.1607,0.1348,0.1419,6447749.02,897526.66,0.1392,WINGS,21-09-2018,
ObjectId("5bab764772039d13cb4a6ba0"),1537488000,0.0051,0.0051,0.0051,0,0,0.0051,PIE,21-09-2018,
ObjectId("5bab760e72039d13cb4a5988"),1537488000,0.2465,0.2465,0.2465,0,0,0.2465,FAIR,21-09-2018,
ObjectId("5bab768972039d13cb4a7bf0"),1537488000,0.3177,0.2367,0.3049,17492203.99,5216175.23,0.2982,MITH,21-09-2018,
ObjectId("5bab768b72039d13cb4a7cf8"),1537488000,0.01971,0.01761,0.01809,1047627.59,19045.87,0.01818,EOSDAC,21-09-2018,
ObjectId("5bab762572039d13cb4a6114"),1537488000,0.1835,0.1607,0.1718,12355.25,2094.21,0.1695,ERC,21-09-2018,
ObjectId("5bab768c72039d13cb4a7d1c"),1537488000,0.5525,0.5126,0.5519,38269.61,19831.31,0.5182,DEV,21-09-2018,
ObjectId("5bab764772039d13cb4a6b7c"),1537488000,0.005342,0.004869,0.005274,2507.88,12.21,0.004869,ARGUS,21-09-2018,
ObjectId("5bab760772039d13cb4a56f4"),1537488000,0.02042,0.01589,0.01589,1652.32,33.74,0.02042,PHS,21-09-2018,
ObjectId("5bab764172039d13cb4a69c0"),1537488000,0.00006762,0.00006762,0.00006762,0,0,0.00006762,VLTC,21-09-2018,
ObjectId("5bab768a72039d13cb4a7c98"),1537488000,0.183,0.12,0.1771,207768.63,30474.97,0.1483,ODE,21-09-2018,
ObjectId("5bab761a72039d13cb4a5db4"),1537488000,0.6762,0.6762,0.6762,0,0,0.6762,BITCNY,21-09-2018,
ObjectId("5bab762572039d13cb4a6108"),1537488000,0.0003381,0.0002705,0.0003381,1539274.5,416.37,0.0002705,FJC,21-09-2018,
ObjectId("5bab761672039d13cb4a5c4c"),1537488000,0.1288,0.1237,0.1279,15104818.12,1940969.13,0.1285,BTS,21-09-2018,
ObjectId("5bab764672039d13cb4a6b58"),1537488000,0.006153,0.005951,0.005951,3002.02,18.47,0.006153,ALL,21-09-2018,
ObjectId("5bab768972039d13cb4a7c14"),1537488000,0.004974,0.004221,0.004718,18306146.48,82469.19,0.004505,RNTB,21-09-2018,
ObjectId("5bab760772039d13cb4a56e8"),1537488000,0.000541,0.000541,0.000541,0,0,0.000541,NET,21-09-2018,
ObjectId("5bab761272039d13cb4a5ae4"),1537488000,0.108,0.09879,0.102,10962.14,1134.58,0.1035,CURE,21-09-2018,
ObjectId("5bab760e72039d13cb4a597c"),1537488000,0.001217,0.001217,0.001217,2937,3.57,0.001217,888,21-09-2018,
ObjectId("5bab767372039d13cb4a7494"),1537488000,0.1104,0.09192,0.109,579598.95,54766.3,0.09449,RNT,21-09-2018,
ObjectId("5bab762572039d13cb4a60fc"),1537488000,0.2292,0.2007,0.2292,118.95,24.41,0.2052,UNIC,21-09-2018,
ObjectId("5bab764572039d13cb4a6b10"),1537488000,0.004936,0.004936,0.004936,0,0,0.004936,ELS,21-09-2018,
ObjectId("5bab764672039d13cb4a6b34"),1537488000,0.01265,0.01055,0.01082,8100.6,102.47,0.01265,MAR,21-09-2018,
ObjectId("5bab764972039d13cb4a6c30"),1537488000,0.806,0.7175,0.7303,1198123.33,889606.57,0.7425,ARK,21-09-2018,
ObjectId("5bab767072039d13cb4a7374"),1537488000,0.3159,0.2992,0.3154,2485363.7,766734.7,0.3085,INS,21-09-2018,
ObjectId("5bab760772039d13cb4a56dc"),1537488000,0.0059,0.0055,0.005668,16001404.37,91998.52,0.005679,DOGE,21-09-2018,
ObjectId("5bab767072039d13cb4a7350"),1537488000,0.03361,0.02789,0.03203,504120.85,15809.23,0.03136,TCT,21-09-2018,
ObjectId("5bab764472039d13cb4a6ab0"),1537488000,0.004125,0.004125,0.004125,0,0,0.004125,MGM,21-09-2018,
ObjectId("5bab760672039d13cb4a56d0"),1537488000,0.00967,0.006762,0.00967,250608.94,1779.32,0.0071,DEM,21-09-2018,
ObjectId("5bab762572039d13cb4a60f0"),1537488000,0.09014,0.08649,0.08649,17.2,1.55,0.09014,SNRG,21-09-2018,
ObjectId("5bab761a72039d13cb4a5da8"),1537488000,1.05,1.01,1.01,85295.46,89560.23,1.05,BITUSD,21-09-2018,
ObjectId("5bab764272039d13cb4a6a2c"),1537488000,0.2474,0.2252,0.238,13304.78,3253.02,0.2445,XSPEC,21-09-2018,
ObjectId("5bab766f72039d13cb4a732c"),1537488000,0.001399,0.001246,0.001355,724475.8,902.7,0.001246,SHOW,21-09-2018,
ObjectId("5bab762d72039d13cb4a630c"),1537488000,0.0001693,0.0001693,0.0001693,36201.1,6.13,0.0001693,1337,21-09-2018,
ObjectId("5bab761572039d13cb4a5c40"),1537488000,0.009264,0.008588,0.008723,8030.97,70.05,0.008723,QTL,21-09-2018,
ObjectId("5bab766e72039d13cb4a72e4"),1537488000,0.4969,0.4458,0.4969,543.63,242.35,0.4458,GET,21-09-2018,
ObjectId("5bab762572039d13cb4a60e4"),1537488000,0.0008595,0.0005771,0.0005771,87.63,0.07532,0.0008595,ADC,21-09-2018,
ObjectId("5bab760672039d13cb4a56c4"),1537488000,0.0001352,0.00006762,0.00006762,4310025.65,582.72,0.0001352,GDC,21-09-2018,
ObjectId("5bab766f72039d13cb4a7308"),1537488000,0.01113,0.009915,0.01102,2456067.13,24388.75,0.00993,AIDOC,21-09-2018,
ObjectId("5bab761272039d13cb4a5ad8"),1537488000,0.04598,0.03983,0.04057,13365.86,532.36,0.03983,LCP,21-09-2018,
ObjectId("5bab760e72039d13cb4a5970"),1537488000,0.001082,0.001014,0.001014,81821.82,82.97,0.001014,FLT,21-09-2018,
ObjectId("5bab767272039d13cb4a7410"),1537488000,0.01136,0.01136,0.01136,500,5.68,0.01136,CLD,21-09-2018,
ObjectId("5bab762472039d13cb4a60d8"),1537488000,0.0422,0.03455,0.03624,5025.85,191.33,0.03807,BTA,21-09-2018,
ObjectId("5bab764372039d13cb4a6a50"),1537488000,0.07404,0.06424,0.06431,16962.6,1140.06,0.06721,CCRB,21-09-2018,
ObjectId("5bab768972039d13cb4a7c38"),1537488000,0.001667,0.001442,0.00162,340515.58,532.23,0.001563,IPSX,21-09-2018,
ObjectId("5bab760672039d13cb4a56b8"),1537488000,0.0142,0.0142,0.0142,0,0,0.0142,BET,21-09-2018,
ObjectId("5bab767172039d13cb4a73d4"),1537488000,0.02433,0.02427,0.02433,2844.75,69.04,0.02427,LEV,21-09-2018,
ObjectId("5bab762472039d13cb4a60cc"),1537488000,4.02,2.98,3.35,651.8,2274.78,3.49,GAM,21-09-2018,
ObjectId("5bab767472039d13cb4a74b8"),1537488000,0.01407,0.01285,0.01325,251875613.22,3543889.88,0.01407,IOST,21-09-2018,
ObjectId("5bab767172039d13cb4a7398"),1537488000,0.03567,0.005177,0.03567,3099.96,16.05,0.005177,CDX,21-09-2018,
ObjectId("5bab762472039d13cb4a60c0"),1537488000,0.002462,0.002462,0.002462,0,0,0.002462,ARB,21-09-2018,
ObjectId("5bab760672039d13cb4a56ac"),1537488000,0.006762,0.006762,0.006762,0,0,0.006762,DTC,21-09-2018,
ObjectId("5bab761972039d13cb4a5d9c"),1537488000,0.003043,0.002772,0.00284,4452873.29,12948.96,0.002908,FLDC,21-09-2018,
ObjectId("5bab761572039d13cb4a5c34"),1537488000,1.93,1.67,1.85,105680.86,179657.46,1.7,CLAM,21-09-2018,
ObjectId("5bab760672039d13cb4a56a0"),1537488000,0.005545,0.00541,0.00541,4162.78,22.52,0.00541,XJO,21-09-2018,
ObjectId("5bab761272039d13cb4a5acc"),1537488000,124.84,115.77,115.83,51635.3,6232824.34,124.18,XMR,21-09-2018,
ObjectId("5bab762472039d13cb4a60b4"),1537488000,0.01352,0.01352,0.01352,300,4.06,0.01352,PKB,21-09-2018,
ObjectId("5bab768872039d13cb4a7ba8"),1537488000,0.1137,0.1137,0.1137,0,0,0.1137,1WO,21-09-2018,
ObjectId("5bab767572039d13cb4a7518"),1537488000,0.0946,0.08791,0.09156,7875076.3,724743.27,0.09203,THETA,21-09-2018,
ObjectId("5bab760672039d13cb4a5694"),1537488000,94.2,88.72,91.69,80.21,7159.54,89.26,UNO,21-09-2018,
ObjectId("5bab764472039d13cb4a6ad4"),1537488000,0.3583,0.3313,0.3583,414.62,137.36,0.3313,WCT,21-09-2018,
ObjectId("5bab768b72039d13cb4a7cbc"),1537488000,0.001699,0.001486,0.001573,962560.7,1499.67,0.001558,XDCE,21-09-2018,
ObjectId("5bab760e72039d13cb4a5964"),1537488000,0.02908,0.02908,0.02908,0,0,0.02908,BELA,21-09-2018,
ObjectId("5bab762472039d13cb4a60a8"),1537488000,0.002001,0.002001,0.002001,0,0,0.002001,CTO,21-09-2018,
ObjectId("5bab767472039d13cb4a74dc"),1537488000,0.3112,0.2912,0.3111,5353.72,1615.22,0.3017,ORE,21-09-2018,
ObjectId("5bab760672039d13cb4a5688"),1537488000,0.075,0.06811,0.06977,2131570.73,152344.1,0.075,NXT,21-09-2018,
ObjectId("5bab761972039d13cb4a5d90"),1537488000,0.05,0.05,0.05,0,0,0.05,ACOIN,21-09-2018,
ObjectId("5bab760672039d13cb4a567c"),1537488000,0.03482,0.03192,0.03232,87010.8,2935.74,0.03374,FLO,21-09-2018,
ObjectId("5bab767272039d13cb4a7434"),1537488000,0.07039,0.06586,0.06911,6057236.13,410014.31,0.06769,BKX,21-09-2018,
ObjectId("5bab764372039d13cb4a6a74"),1537488000,0.0001352,0.0001352,0.0001352,0,0,0.0001352,ICOB,21-09-2018,
ObjectId("5bab768a72039d13cb4a7c5c"),1537488000,0.007748,0.006192,0.007748,256090,1585.71,0.006192,VIT,21-09-2018,
ObjectId("5bab762c72039d13cb4a62ac"),1537488000,0.2435,0.1738,0.1904,768866.43,142470.95,0.1853,SIB,21-09-2018,
ObjectId("5bab768872039d13cb4a7b9c"),1537488000,0.001217,0.00115,0.00115,258634649.36,297429.85,0.00115,NOAH,21-09-2018,
ObjectId("5bab761572039d13cb4a5c28"),1537488000,0.02204,0.01995,0.01995,132918.37,2750.08,0.02069,TRUST,21-09-2018,
ObjectId("5bab761172039d13cb4a5ac0"),1537488000,0.0001352,0.0001352,0.0001352,26119350.84,3531.34,0.0001352,TEK,21-09-2018,
ObjectId("5bab764972039d13cb4a6c3c"),1537488000,0.9311,0.8114,0.873,518335.47,431462.45,0.8324,DYN,21-09-2018,
ObjectId("5bab762472039d13cb4a609c"),1537488000,0.07391,0.07242,0.07323,675552.36,49747.68,0.07364,UNIT,21-09-2018,
ObjectId("5bab767172039d13cb4a73bc"),1537488000,0.008047,0.007303,0.007979,11615230.29,87183.92,0.007506,QUN,21-09-2018,
